No;Destination;Origin;Product;Year;dist_km;Euros
119306;IT;GB;16;2015;1587.05998;23450807
119307;GB;IT;16;2015;1587.05998;93684455
119308;IT;GB;17;2015;1587.05998;30636605
119309;GB;IT;17;2015;1587.05998;30865101
119310;IT;GB;18;2015;1587.05998;3745804
119311;GB;IT;18;2015;1587.05998;95358711
119312;IT;GB;19;2015;1587.05998;89150031
119313;GB;IT;19;2015;1587.05998;484755179
119314;IT;GB;20;2015;1587.05998;8473184
119315;GB;IT;20;2015;1587.05998;450908486
119470;IT;GB;1;2016;1587.05998;5758947
119471;GB;IT;1;2016;1587.05998;3083748
119472;IT;GB;2;2016;1587.05998;56027182
119473;GB;IT;2;2016;1587.05998;147304666
119474;IT;GB;3;2016;1587.05998;121849261
119475;GB;IT;3;2016;1587.05998;2553550
119476;IT;GB;4;2016;1587.05998;35222330
119477;GB;IT;4;2016;1587.05998;218866067
119478;IT;GB;5;2016;1587.05998;5184322
119479;GB;IT;5;2016;1587.05998;617961
119480;IT;GB;6;2016;1587.05998;204858
119481;GB;IT;6;2016;1587.05998;22945333
119482;IT;GB;7;2016;1587.05998;12981065
119483;GB;IT;7;2016;1587.05998;119731059
119484;IT;GB;8;2016;1587.05998;21593415
119485;GB;IT;8;2016;1587.05998;172242473
119486;IT;GB;9;2016;1587.05998;7903472
119487;GB;IT;9;2016;1587.05998;69237798
119488;IT;GB;10;2016;1587.05998;15816945
119489;GB;IT;10;2016;1587.05998;72816110
119490;IT;GB;11;2016;1587.05998;3119928
119491;GB;IT;11;2016;1587.05998;13290787
119492;IT;GB;12;2016;1587.05998;6158983
119493;GB;IT;12;2016;1587.05998;6617828
119494;IT;GB;13;2016;1587.05998;3831863
119495;GB;IT;13;2016;1587.05998;7268236
119496;IT;GB;14;2016;1587.05998;28401
119497;GB;IT;14;2016;1587.05998;429575
119498;IT;GB;15;2016;1587.05998;17231078
119499;GB;IT;15;2016;1587.05998;79607955
119500;IT;GB;16;2016;1587.05998;21802821
119501;GB;IT;16;2016;1587.05998;94690428
119502;IT;GB;17;2016;1587.05998;62290700
119503;GB;IT;17;2016;1587.05998;25351089
119504;IT;GB;18;2016;1587.05998;3706306
119505;GB;IT;18;2016;1587.05998;89075345
119506;IT;GB;19;2016;1587.05998;57067748
119507;GB;IT;19;2016;1587.05998;433143744
119508;IT;GB;20;2016;1587.05998;8277809
119509;GB;IT;20;2016;1587.05998;396584035
119664;SE;LU;2;2007;1589.294532;424
119665;SE;LU;3;2007;1589.294532;7106
119666;LU;SE;3;2007;1589.294532;126245
119667;LU;SE;4;2007;1589.294532;14046
119668;SE;LU;6;2007;1589.294532;19450
119669;LU;SE;7;2007;1589.294532;1771
119670;SE;LU;8;2007;1589.294532;168000
119671;LU;SE;8;2007;1589.294532;162
119672;LU;SE;9;2007;1589.294532;136
119673;LU;SE;10;2007;1589.294532;159
119674;LU;SE;11;2007;1589.294532;118
119675;SE;LU;15;2007;1589.294532;6175
119676;SE;LU;16;2007;1589.294532;304517
119677;LU;SE;16;2007;1589.294532;59490
119678;LU;SE;17;2007;1589.294532;4222
119679;LU;SE;18;2007;1589.294532;202923
119680;SE;LU;19;2007;1589.294532;390670
119681;LU;SE;19;2007;1589.294532;38466
119682;SE;LU;20;2007;1589.294532;330392
119683;LU;SE;20;2007;1589.294532;12864
119784;SE;LU;2;2008;1589.294532;23219
119785;SE;LU;3;2008;1589.294532;11493
119786;LU;SE;3;2008;1589.294532;161812
119787;LU;SE;4;2008;1589.294532;15660
119788;LU;SE;6;2008;1589.294532;400
119789;LU;SE;7;2008;1589.294532;2310
119790;SE;LU;8;2008;1589.294532;17093
119791;LU;SE;8;2008;1589.294532;673
119792;LU;SE;9;2008;1589.294532;2002
119793;LU;SE;10;2008;1589.294532;276
119794;SE;LU;11;2008;1589.294532;1482
119795;LU;SE;11;2008;1589.294532;578
119796;LU;SE;12;2008;1589.294532;2
119797;LU;SE;15;2008;1589.294532;32
119798;SE;LU;16;2008;1589.294532;160948
119799;LU;SE;16;2008;1589.294532;38223
119800;LU;SE;17;2008;1589.294532;5018
119801;LU;SE;18;2008;1589.294532;17457
119802;SE;LU;19;2008;1589.294532;313374
119803;LU;SE;19;2008;1589.294532;66299
119804;SE;LU;20;2008;1589.294532;26151
119805;LU;SE;20;2008;1589.294532;13019
119906;SE;LU;2;2009;1589.294532;24832
119907;LU;SE;2;2009;1589.294532;2791
119908;LU;SE;3;2009;1589.294532;119327
119909;LU;SE;4;2009;1589.294532;17625
119910;SE;LU;6;2009;1589.294532;42779
119911;LU;SE;7;2009;1589.294532;1358
119912;LU;SE;8;2009;1589.294532;582
119913;LU;SE;9;2009;1589.294532;19437
119914;LU;SE;10;2009;1589.294532;211
119915;LU;SE;11;2009;1589.294532;720
119916;SE;LU;15;2009;1589.294532;7892
119917;LU;SE;15;2009;1589.294532;36
119918;SE;LU;16;2009;1589.294532;594977
119919;LU;SE;16;2009;1589.294532;45045
119920;LU;SE;17;2009;1589.294532;10376
119921;LU;SE;18;2009;1589.294532;241689
119922;SE;LU;19;2009;1589.294532;1127873
119923;LU;SE;19;2009;1589.294532;85308
119924;SE;LU;20;2009;1589.294532;115654
119925;LU;SE;20;2009;1589.294532;24914
120028;SE;LU;2;2010;1589.294532;69836
120029;LU;SE;2;2010;1589.294532;4152
120030;LU;SE;3;2010;1589.294532;178609
120031;LU;SE;4;2010;1589.294532;12986
120032;LU;SE;7;2010;1589.294532;1625
120033;LU;SE;8;2010;1589.294532;549
120034;LU;SE;9;2010;1589.294532;117077
120035;LU;SE;10;2010;1589.294532;151
120036;LU;SE;11;2010;1589.294532;2023
120037;LU;SE;14;2010;1589.294532;591
120038;LU;SE;15;2010;1589.294532;3540
120039;SE;LU;16;2010;1589.294532;523076
120040;LU;SE;16;2010;1589.294532;24877
120041;LU;SE;17;2010;1589.294532;4964
120042;LU;SE;18;2010;1589.294532;142566
120043;SE;LU;19;2010;1589.294532;1802682
120044;LU;SE;19;2010;1589.294532;49325
120045;SE;LU;20;2010;1589.294532;354303
120046;LU;SE;20;2010;1589.294532;17474
120148;SE;LU;2;2011;1589.294532;93976
120149;LU;SE;2;2011;1589.294532;3496
120150;LU;SE;3;2011;1589.294532;207655
120151;SE;LU;4;2011;1589.294532;10331
120152;LU;SE;4;2011;1589.294532;22769
120153;LU;SE;6;2011;1589.294532;1846
120154;LU;SE;7;2011;1589.294532;1281
120155;LU;SE;8;2011;1589.294532;887
120156;LU;SE;9;2011;1589.294532;13428
120157;LU;SE;10;2011;1589.294532;218
120158;LU;SE;11;2011;1589.294532;1591
120159;LU;SE;13;2011;1589.294532;1163
120160;SE;LU;15;2011;1589.294532;13988
120161;LU;SE;15;2011;1589.294532;172938
120162;LU;SE;16;2011;1589.294532;46583
120163;LU;SE;17;2011;1589.294532;9919
120164;SE;LU;18;2011;1589.294532;165
120165;LU;SE;18;2011;1589.294532;12705
120166;SE;LU;19;2011;1589.294532;2082778
120167;LU;SE;19;2011;1589.294532;31023
120168;SE;LU;20;2011;1589.294532;491242
120169;LU;SE;20;2011;1589.294532;24420
120270;SE;LU;2;2012;1589.294532;35412
120271;LU;SE;2;2012;1589.294532;13567
120272;SE;LU;3;2012;1589.294532;243660
120273;LU;SE;3;2012;1589.294532;171731
120274;SE;LU;4;2012;1589.294532;391003
120275;LU;SE;4;2012;1589.294532;21139
120276;LU;SE;7;2012;1589.294532;1543
120277;LU;SE;8;2012;1589.294532;551
120278;LU;SE;9;2012;1589.294532;15691
120279;LU;SE;10;2012;1589.294532;229
120280;LU;SE;11;2012;1589.294532;830
120281;LU;SE;13;2012;1589.294532;1702
120282;LU;SE;14;2012;1589.294532;312
120283;LU;SE;15;2012;1589.294532;127691
120284;SE;LU;16;2012;1589.294532;475835
120285;LU;SE;16;2012;1589.294532;41574
120286;LU;SE;17;2012;1589.294532;9017
120287;LU;SE;18;2012;1589.294532;7079
120288;SE;LU;19;2012;1589.294532;3434758
120289;LU;SE;19;2012;1589.294532;36219
120290;SE;LU;20;2012;1589.294532;423811
120291;LU;SE;20;2012;1589.294532;25249
120394;LU;SE;2;2013;1589.294532;32975
120395;LU;SE;3;2013;1589.294532;252382
120396;SE;LU;4;2013;1589.294532;148562
120397;LU;SE;4;2013;1589.294532;20690
120398;LU;SE;7;2013;1589.294532;732
120399;LU;SE;8;2013;1589.294532;763
120400;LU;SE;9;2013;1589.294532;5258
120401;LU;SE;10;2013;1589.294532;165
120402;LU;SE;11;2013;1589.294532;1029
120403;LU;SE;13;2013;1589.294532;3776
120404;LU;SE;15;2013;1589.294532;135587
120405;LU;SE;16;2013;1589.294532;34026
120406;LU;SE;17;2013;1589.294532;11603
120407;LU;SE;18;2013;1589.294532;9386
120408;SE;LU;19;2013;1589.294532;1784375
120409;LU;SE;19;2013;1589.294532;27223
120410;SE;LU;20;2013;1589.294532;43871
120411;LU;SE;20;2013;1589.294532;16873
120516;SE;LU;2;2014;1589.294532;48580
120517;LU;SE;2;2014;1589.294532;40819
120518;SE;LU;3;2014;1589.294532;89504
120519;LU;SE;3;2014;1589.294532;289564
120520;SE;LU;4;2014;1589.294532;192557
120521;LU;SE;4;2014;1589.294532;16575
120522;LU;SE;6;2014;1589.294532;986
120523;SE;LU;7;2014;1589.294532;12630
120524;LU;SE;7;2014;1589.294532;147
120525;SE;LU;8;2014;1589.294532;1411
120526;LU;SE;8;2014;1589.294532;656
120527;LU;SE;9;2014;1589.294532;2017
120528;LU;SE;10;2014;1589.294532;154
120529;LU;SE;11;2014;1589.294532;590
120530;LU;SE;13;2014;1589.294532;2100
120531;LU;SE;15;2014;1589.294532;65948
120532;LU;SE;16;2014;1589.294532;29832
120533;SE;LU;17;2014;1589.294532;203913
120534;LU;SE;17;2014;1589.294532;11707
120535;SE;LU;18;2014;1589.294532;6005169
120536;LU;SE;18;2014;1589.294532;7651
120537;SE;LU;19;2014;1589.294532;1045260
120538;LU;SE;19;2014;1589.294532;19069
120539;SE;LU;20;2014;1589.294532;11839
120540;LU;SE;20;2014;1589.294532;9670
120644;SE;LU;2;2015;1589.294532;590979
120645;LU;SE;2;2015;1589.294532;145468
120646;SE;LU;3;2015;1589.294532;158970
120647;LU;SE;3;2015;1589.294532;1090526
120648;SE;LU;4;2015;1589.294532;33304
120649;LU;SE;4;2015;1589.294532;36301
120650;LU;SE;5;2015;1589.294532;12661
120651;SE;LU;7;2015;1589.294532;25607
120652;LU;SE;7;2015;1589.294532;356
120653;SE;LU;8;2015;1589.294532;2147
120654;LU;SE;8;2015;1589.294532;918
120655;LU;SE;9;2015;1589.294532;1230
120656;LU;SE;10;2015;1589.294532;6859
120657;LU;SE;11;2015;1589.294532;2472
120658;LU;SE;13;2015;1589.294532;1489
120659;SE;LU;15;2015;1589.294532;272636
120660;LU;SE;15;2015;1589.294532;64864
120661;SE;LU;16;2015;1589.294532;57379
120662;LU;SE;16;2015;1589.294532;68381
120663;SE;LU;17;2015;1589.294532;776033
120664;LU;SE;17;2015;1589.294532;28476
120665;SE;LU;18;2015;1589.294532;10946987
120666;LU;SE;18;2015;1589.294532;32662
120667;SE;LU;19;2015;1589.294532;1255445
120668;LU;SE;19;2015;1589.294532;53183
120669;SE;LU;20;2015;1589.294532;35838
120670;LU;SE;20;2015;1589.294532;17929
120778;SE;LU;2;2016;1589.294532;433500
120779;LU;SE;2;2016;1589.294532;114859
120780;SE;LU;3;2016;1589.294532;334105
120781;LU;SE;3;2016;1589.294532;2459755
120782;LU;SE;4;2016;1589.294532;24283
120783;SE;LU;6;2016;1589.294532;9287
120784;SE;LU;7;2016;1589.294532;62549
120785;LU;SE;7;2016;1589.294532;193
120786;SE;LU;8;2016;1589.294532;3963
120787;LU;SE;8;2016;1589.294532;341
120788;LU;SE;9;2016;1589.294532;1233
120789;LU;SE;10;2016;1589.294532;16698
120790;LU;SE;11;2016;1589.294532;1051
120791;LU;SE;13;2016;1589.294532;1985
120792;LU;SE;15;2016;1589.294532;145551
120793;SE;LU;16;2016;1589.294532;14869
120794;LU;SE;16;2016;1589.294532;75854
120795;SE;LU;17;2016;1589.294532;285772
120796;LU;SE;17;2016;1589.294532;15420
120797;SE;LU;18;2016;1589.294532;6044739
120798;LU;SE;18;2016;1589.294532;7247
120799;SE;LU;19;2016;1589.294532;840553
120800;LU;SE;19;2016;1589.294532;15408
120801;SE;LU;20;2016;1589.294532;573084
120802;LU;SE;20;2016;1589.294532;16092
120907;ES;DE;1;2007;1608.821924;34080961
120908;DE;ES;1;2007;1608.821924;1366200
120909;ES;DE;2;2007;1608.821924;179329646
120910;DE;ES;2;2007;1608.821924;221336791
120911;ES;DE;3;2007;1608.821924;49394287
120912;DE;ES;3;2007;1608.821924;34906576
120913;ES;DE;4;2007;1608.821924;328307612
120914;DE;ES;4;2007;1608.821924;48258386
120915;ES;DE;5;2007;1608.821924;21198886
120916;DE;ES;5;2007;1608.821924;14460337
120917;ES;DE;6;2007;1608.821924;3296856
120918;DE;ES;6;2007;1608.821924;14978325
120919;ES;DE;7;2007;1608.821924;17251689
120920;DE;ES;7;2007;1608.821924;847105610
120921;ES;DE;8;2007;1608.821924;79054021
120922;DE;ES;8;2007;1608.821924;1037848803
120923;ES;DE;9;2007;1608.821924;53638319
120924;DE;ES;9;2007;1608.821924;8548617
120925;ES;DE;10;2007;1608.821924;39578808
120926;DE;ES;10;2007;1608.821924;11595192
120927;ES;DE;11;2007;1608.821924;29564290
120928;DE;ES;11;2007;1608.821924;4463855
120929;ES;DE;12;2007;1608.821924;19938767
120930;DE;ES;12;2007;1608.821924;3701669
120931;ES;DE;13;2007;1608.821924;14337388
120932;DE;ES;13;2007;1608.821924;25045259
120933;ES;DE;14;2007;1608.821924;29812
120934;DE;ES;14;2007;1608.821924;168108
120935;ES;DE;15;2007;1608.821924;24725556
120936;DE;ES;15;2007;1608.821924;35662511
120937;ES;DE;16;2007;1608.821924;61105251
120938;DE;ES;16;2007;1608.821924;50493870
120939;ES;DE;17;2007;1608.821924;49410308
120940;DE;ES;17;2007;1608.821924;45224395
120941;ES;DE;18;2007;1608.821924;74577014
120942;DE;ES;18;2007;1608.821924;30489405
120943;ES;DE;19;2007;1608.821924;160290521
120944;DE;ES;19;2007;1608.821924;39513803
120945;ES;DE;20;2007;1608.821924;90863549
120946;DE;ES;20;2007;1608.821924;173556882
121101;ES;DE;1;2008;1608.821924;26014707
121102;DE;ES;1;2008;1608.821924;884219
121103;ES;DE;2;2008;1608.821924;171182500
121104;DE;ES;2;2008;1608.821924;265837153
121105;ES;DE;3;2008;1608.821924;48859107
121106;DE;ES;3;2008;1608.821924;32557940
121107;ES;DE;4;2008;1608.821924;369707190
121108;DE;ES;4;2008;1608.821924;51614568
121109;ES;DE;5;2008;1608.821924;21637611
121110;DE;ES;5;2008;1608.821924;17931054
121111;ES;DE;6;2008;1608.821924;13661479
121112;DE;ES;6;2008;1608.821924;12792990
121113;ES;DE;7;2008;1608.821924;17521214
121114;DE;ES;7;2008;1608.821924;863056635
121115;ES;DE;8;2008;1608.821924;84558225
121116;DE;ES;8;2008;1608.821924;1102803628
121117;ES;DE;9;2008;1608.821924;64005006
121118;DE;ES;9;2008;1608.821924;14453203
121119;ES;DE;10;2008;1608.821924;61270315
121120;DE;ES;10;2008;1608.821924;15787172
121121;ES;DE;11;2008;1608.821924;46087662
121122;DE;ES;11;2008;1608.821924;4842777
121123;ES;DE;12;2008;1608.821924;17985142
121124;DE;ES;12;2008;1608.821924;5829806
121125;ES;DE;13;2008;1608.821924;20144900
121126;DE;ES;13;2008;1608.821924;25199140
121127;ES;DE;14;2008;1608.821924;59550
121128;DE;ES;14;2008;1608.821924;163731
121129;ES;DE;15;2008;1608.821924;44376936
121130;DE;ES;15;2008;1608.821924;27785244
121131;ES;DE;16;2008;1608.821924;71104714
121132;DE;ES;16;2008;1608.821924;53929106
121133;ES;DE;17;2008;1608.821924;49382035
121134;DE;ES;17;2008;1608.821924;42593446
121135;ES;DE;18;2008;1608.821924;84549797
121136;DE;ES;18;2008;1608.821924;26514946
121137;ES;DE;19;2008;1608.821924;196393460
121138;DE;ES;19;2008;1608.821924;36007644
121139;ES;DE;20;2008;1608.821924;100190369
121140;DE;ES;20;2008;1608.821924;168231032
121295;ES;DE;1;2009;1608.821924;28109895
121296;DE;ES;1;2009;1608.821924;1216544
121297;ES;DE;2;2009;1608.821924;174857865
121298;DE;ES;2;2009;1608.821924;240582881
121299;ES;DE;3;2009;1608.821924;39545910
121300;DE;ES;3;2009;1608.821924;29128753
121301;ES;DE;4;2009;1608.821924;327285590
121302;DE;ES;4;2009;1608.821924;54446555
121303;ES;DE;5;2009;1608.821924;18612463
121304;DE;ES;5;2009;1608.821924;13818037
121305;ES;DE;6;2009;1608.821924;8260499
121306;DE;ES;6;2009;1608.821924;12801231
121307;ES;DE;7;2009;1608.821924;29823602
121308;DE;ES;7;2009;1608.821924;844367639
121309;ES;DE;8;2009;1608.821924;88282216
121310;DE;ES;8;2009;1608.821924;1119772364
121311;ES;DE;9;2009;1608.821924;76924890
121312;DE;ES;9;2009;1608.821924;15736816
121313;ES;DE;10;2009;1608.821924;75569364
121314;DE;ES;10;2009;1608.821924;16307064
121315;ES;DE;11;2009;1608.821924;28761568
121316;DE;ES;11;2009;1608.821924;3338436
121317;ES;DE;12;2009;1608.821924;17667184
121318;DE;ES;12;2009;1608.821924;8883581
121319;ES;DE;13;2009;1608.821924;17936151
121320;DE;ES;13;2009;1608.821924;23450668
121321;ES;DE;14;2009;1608.821924;250353
121322;DE;ES;14;2009;1608.821924;140736
121323;ES;DE;15;2009;1608.821924;34669278
121324;DE;ES;15;2009;1608.821924;23882598
121325;ES;DE;16;2009;1608.821924;88347725
121326;DE;ES;16;2009;1608.821924;48320067
121327;ES;DE;17;2009;1608.821924;46741179
121328;DE;ES;17;2009;1608.821924;43403915
121329;ES;DE;18;2009;1608.821924;80164945
121330;DE;ES;18;2009;1608.821924;20480729
121331;ES;DE;19;2009;1608.821924;197203402
121332;DE;ES;19;2009;1608.821924;37981673
121333;ES;DE;20;2009;1608.821924;89719573
121334;DE;ES;20;2009;1608.821924;178248205
121489;ES;DE;1;2010;1608.821924;31298259
121490;DE;ES;1;2010;1608.821924;1395871
121491;ES;DE;2;2010;1608.821924;182056770
121492;DE;ES;2;2010;1608.821924;222527026
121493;ES;DE;3;2010;1608.821924;56452153
121494;DE;ES;3;2010;1608.821924;28775460
121495;ES;DE;4;2010;1608.821924;355777101
121496;DE;ES;4;2010;1608.821924;62260588
121497;ES;DE;5;2010;1608.821924;25804762
121498;DE;ES;5;2010;1608.821924;13849653
121499;ES;DE;6;2010;1608.821924;5759906
121500;DE;ES;6;2010;1608.821924;17845412
121501;ES;DE;7;2010;1608.821924;21640975
121502;DE;ES;7;2010;1608.821924;987587743
121503;ES;DE;8;2010;1608.821924;65696521
121504;DE;ES;8;2010;1608.821924;1234684384
121505;ES;DE;9;2010;1608.821924;95938458
121506;DE;ES;9;2010;1608.821924;18433174
121507;ES;DE;10;2010;1608.821924;84348721
121508;DE;ES;10;2010;1608.821924;27811629
121509;ES;DE;11;2010;1608.821924;36906585
121510;DE;ES;11;2010;1608.821924;10020448
121511;ES;DE;12;2010;1608.821924;18878632
121512;DE;ES;12;2010;1608.821924;9800121
121513;ES;DE;13;2010;1608.821924;21023162
121514;DE;ES;13;2010;1608.821924;29888586
121515;ES;DE;14;2010;1608.821924;369826
121516;DE;ES;14;2010;1608.821924;73371
121517;ES;DE;15;2010;1608.821924;55446934
121518;DE;ES;15;2010;1608.821924;26328744
121519;ES;DE;16;2010;1608.821924;84213080
121520;DE;ES;16;2010;1608.821924;48402680
121521;ES;DE;17;2010;1608.821924;63969651
121522;DE;ES;17;2010;1608.821924;36053413
121523;ES;DE;18;2010;1608.821924;98345848
121524;DE;ES;18;2010;1608.821924;26902365
121525;ES;DE;19;2010;1608.821924;208925933
121526;DE;ES;19;2010;1608.821924;43619866
121527;ES;DE;20;2010;1608.821924;84896211
121528;DE;ES;20;2010;1608.821924;168636187
121683;ES;DE;1;2011;1608.821924;24296976
121684;DE;ES;1;2011;1608.821924;616820
121685;ES;DE;2;2011;1608.821924;182011137
121686;DE;ES;2;2011;1608.821924;237001201
121687;ES;DE;3;2011;1608.821924;54376025
121688;DE;ES;3;2011;1608.821924;35871971
121689;ES;DE;4;2011;1608.821924;374805686
121690;DE;ES;4;2011;1608.821924;50500680
121691;ES;DE;5;2011;1608.821924;45824856
121692;DE;ES;5;2011;1608.821924;17235689
121693;ES;DE;6;2011;1608.821924;6408057
121694;DE;ES;6;2011;1608.821924;21914582
121695;ES;DE;7;2011;1608.821924;20727751
121696;DE;ES;7;2011;1608.821924;940006072
121697;ES;DE;8;2011;1608.821924;61339482
121698;DE;ES;8;2011;1608.821924;1263574996
121699;ES;DE;9;2011;1608.821924;120400463
121700;DE;ES;9;2011;1608.821924;36761325
121701;ES;DE;10;2011;1608.821924;77859199
121702;DE;ES;10;2011;1608.821924;11742086
121703;ES;DE;11;2011;1608.821924;35185108
121704;DE;ES;11;2011;1608.821924;12725053
121705;ES;DE;12;2011;1608.821924;21803908
121706;DE;ES;12;2011;1608.821924;14211354
121707;ES;DE;13;2011;1608.821924;21149258
121708;DE;ES;13;2011;1608.821924;31386702
121709;ES;DE;14;2011;1608.821924;245844
121710;DE;ES;14;2011;1608.821924;73381
121711;ES;DE;15;2011;1608.821924;39136341
121712;DE;ES;15;2011;1608.821924;31492809
121713;ES;DE;16;2011;1608.821924;78739325
121714;DE;ES;16;2011;1608.821924;67235353
121715;ES;DE;17;2011;1608.821924;69883334
121716;DE;ES;17;2011;1608.821924;38875896
121717;ES;DE;18;2011;1608.821924;111237239
121718;DE;ES;18;2011;1608.821924;36778914
121719;ES;DE;19;2011;1608.821924;212853210
121720;DE;ES;19;2011;1608.821924;54940954
121721;ES;DE;20;2011;1608.821924;95247309
121722;DE;ES;20;2011;1608.821924;200121389
121877;ES;DE;1;2012;1608.821924;17470578
121878;DE;ES;1;2012;1608.821924;4048572
121879;ES;DE;2;2012;1608.821924;160713328
121880;DE;ES;2;2012;1608.821924;293664450
121881;ES;DE;3;2012;1608.821924;48626326
121882;DE;ES;3;2012;1608.821924;38473747
121883;ES;DE;4;2012;1608.821924;351567125
121884;DE;ES;4;2012;1608.821924;56675444
121885;ES;DE;5;2012;1608.821924;39810966
121886;DE;ES;5;2012;1608.821924;16471950
121887;ES;DE;6;2012;1608.821924;8322700
121888;DE;ES;6;2012;1608.821924;20468337
121889;ES;DE;7;2012;1608.821924;22351311
121890;DE;ES;7;2012;1608.821924;1033437641
121891;ES;DE;8;2012;1608.821924;55308300
121892;DE;ES;8;2012;1608.821924;1404645893
121893;ES;DE;9;2012;1608.821924;133660531
121894;DE;ES;9;2012;1608.821924;38532004
121895;ES;DE;10;2012;1608.821924;106650474
121896;DE;ES;10;2012;1608.821924;32358913
121897;ES;DE;11;2012;1608.821924;29452072
121898;DE;ES;11;2012;1608.821924;12271901
121899;ES;DE;12;2012;1608.821924;26824701
121900;DE;ES;12;2012;1608.821924;14017786
121901;ES;DE;13;2012;1608.821924;22544850
121902;DE;ES;13;2012;1608.821924;33643043
121903;ES;DE;14;2012;1608.821924;125568
121904;DE;ES;14;2012;1608.821924;171252
121905;ES;DE;15;2012;1608.821924;28060660
121906;DE;ES;15;2012;1608.821924;43748639
121907;ES;DE;16;2012;1608.821924;75045179
121908;DE;ES;16;2012;1608.821924;82815381
121909;ES;DE;17;2012;1608.821924;85065972
121910;DE;ES;17;2012;1608.821924;37752237
121911;ES;DE;18;2012;1608.821924;136039448
121912;DE;ES;18;2012;1608.821924;38321924
121913;ES;DE;19;2012;1608.821924;219465977
121914;DE;ES;19;2012;1608.821924;59570389
121915;ES;DE;20;2012;1608.821924;89940017
121916;DE;ES;20;2012;1608.821924;198734727
122071;ES;DE;1;2013;1608.821924;21972180
122072;DE;ES;1;2013;1608.821924;717663
122073;ES;DE;2;2013;1608.821924;159542045
122074;DE;ES;2;2013;1608.821924;302593850
122075;ES;DE;3;2013;1608.821924;57059545
122076;DE;ES;3;2013;1608.821924;30446702
122077;ES;DE;4;2013;1608.821924;362384549
122078;DE;ES;4;2013;1608.821924;51073610
122079;ES;DE;5;2013;1608.821924;37821878
122080;DE;ES;5;2013;1608.821924;18274203
122081;ES;DE;6;2013;1608.821924;9758363
122082;DE;ES;6;2013;1608.821924;18697912
122083;ES;DE;7;2013;1608.821924;20265076
122084;DE;ES;7;2013;1608.821924;1162570550
122085;ES;DE;8;2013;1608.821924;63440347
122086;DE;ES;8;2013;1608.821924;1624701594
122087;ES;DE;9;2013;1608.821924;107419290
122088;DE;ES;9;2013;1608.821924;38140929
122089;ES;DE;10;2013;1608.821924;69410079
122090;DE;ES;10;2013;1608.821924;15966220
122091;ES;DE;11;2013;1608.821924;36137531
122092;DE;ES;11;2013;1608.821924;10019005
122093;ES;DE;12;2013;1608.821924;22409278
122094;DE;ES;12;2013;1608.821924;11778909
122095;ES;DE;13;2013;1608.821924;26666866
122096;DE;ES;13;2013;1608.821924;36380943
122097;ES;DE;14;2013;1608.821924;168555
122098;DE;ES;14;2013;1608.821924;236616
122099;ES;DE;15;2013;1608.821924;57931010
122100;DE;ES;15;2013;1608.821924;74632099
122101;ES;DE;16;2013;1608.821924;78007977
122102;DE;ES;16;2013;1608.821924;82311594
122103;ES;DE;17;2013;1608.821924;67919074
122104;DE;ES;17;2013;1608.821924;39411004
122105;ES;DE;18;2013;1608.821924;134386573
122106;DE;ES;18;2013;1608.821924;54050733
122107;ES;DE;19;2013;1608.821924;221162052
122108;DE;ES;19;2013;1608.821924;72108463
122109;ES;DE;20;2013;1608.821924;80245648
122110;DE;ES;20;2013;1608.821924;194826247
122265;ES;DE;1;2014;1608.821924;31939155
122266;DE;ES;1;2014;1608.821924;1752679
122267;ES;DE;2;2014;1608.821924;166757158
122268;DE;ES;2;2014;1608.821924;285034049
122269;ES;DE;3;2014;1608.821924;59296873
122270;DE;ES;3;2014;1608.821924;31770792
122271;ES;DE;4;2014;1608.821924;365047869
122272;DE;ES;4;2014;1608.821924;48484665
122273;ES;DE;5;2014;1608.821924;28872999
122274;DE;ES;5;2014;1608.821924;23549450
122275;ES;DE;6;2014;1608.821924;8517271
122276;DE;ES;6;2014;1608.821924;21093233
122277;ES;DE;7;2014;1608.821924;22182945
122278;DE;ES;7;2014;1608.821924;1164766359
122279;ES;DE;8;2014;1608.821924;56502706
122280;DE;ES;8;2014;1608.821924;1547056802
122281;ES;DE;9;2014;1608.821924;105164152
122282;DE;ES;9;2014;1608.821924;39736347
122283;ES;DE;10;2014;1608.821924;74691876
122284;DE;ES;10;2014;1608.821924;4165197
122285;ES;DE;11;2014;1608.821924;38494543
122286;DE;ES;11;2014;1608.821924;6100485
122287;ES;DE;12;2014;1608.821924;42498076
122288;DE;ES;12;2014;1608.821924;14884558
122289;ES;DE;13;2014;1608.821924;29292629
122290;DE;ES;13;2014;1608.821924;39846166
122291;ES;DE;14;2014;1608.821924;184182
122292;DE;ES;14;2014;1608.821924;113190
122293;ES;DE;15;2014;1608.821924;47365408
122294;DE;ES;15;2014;1608.821924;56295529
122295;ES;DE;16;2014;1608.821924;77588226
122296;DE;ES;16;2014;1608.821924;77089236
122297;ES;DE;17;2014;1608.821924;58996378
122298;DE;ES;17;2014;1608.821924;37041173
122299;ES;DE;18;2014;1608.821924;145815891
122300;DE;ES;18;2014;1608.821924;60756064
122301;ES;DE;19;2014;1608.821924;238966971
122302;DE;ES;19;2014;1608.821924;72405481
122303;ES;DE;20;2014;1608.821924;82743158
122304;DE;ES;20;2014;1608.821924;196484155
122459;ES;DE;1;2015;1608.821924;32239413
122460;DE;ES;1;2015;1608.821924;2483061
122461;ES;DE;2;2015;1608.821924;182199093
